Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Italy,Pfizer BioNTech - Comirnaty,10/1/2021,"3,823,208",,,,,"3,823,208"
Italy,Pfizer BioNTech - Comirnaty,11/1/2021,"304,215",,,,,"304,215"
Italy,Pfizer BioNTech - Comirnaty,12/1/2021,"7,004,378",,,,,"7,004,378"
Italy,Pfizer BioNTech - Comirnaty,1/1/2022,"6,609,568",,,,,"6,609,568"
Italy,Pfizer BioNTech - Comirnaty,2/1/2022,"6,004,658",,,,,"6,004,658"
Italy,Pfizer BioNTech - Comirnaty,3/1/2022,"4,242,577",,,,,"4,242,577"
Italy,Pfizer BioNTech - Comirnaty,4/1/2022,92,,,,,92
Italy,Pfizer BioNTech - Comirnaty,5/1/2022,154,,,,,154
Italy,Pfizer BioNTech - Comirnaty,6/1/2022,"5,819",,,,,"5,819"
Italy,Pfizer BioNTech - Comirnaty,7/1/2022,"188,382",,,,,"188,382"
Italy,Pfizer BioNTech - Comirnaty,8/1/2022,18,,,,,18
Italy,Pfizer BioNTech - Comirnaty,9/1/2022,"9,501,125",,,,,"9,501,125"
Jamaica,AstraZeneca - Vaxzevria,3/1/2021,,,"14,400",,,"14,400"
Jamaica,AstraZeneca - Vaxzevria,4/1/2021,,,"55,200",,,"55,200"
Jamaica,AstraZeneca - Vaxzevria,5/1/2021,,,"55,200",,,"55,200"
Jamaica,AstraZeneca - Vaxzevria,6/1/2021,,"65,000",,,,"65,000"
Jamaica,AstraZeneca - Vaxzevria,7/1/2021,,"300,000",,,,"300,000"
Jamaica,AstraZeneca - Vaxzevria,8/1/2021,,"200,000",,,,"200,000"
Jamaica,AstraZeneca - Vaxzevria,9/1/2021,,,"201,600",,,"201,600"
Jamaica,AstraZeneca - Vaxzevria,10/1/2021,,,"108,000",,,"108,000"
Jamaica,AstraZeneca - Vaxzevria,11/1/2021,,"50,000","369,600",,,"419,600"
Jamaica,AstraZeneca - Vaxzevria,1/1/2022,,"65,000",,,,"65,000"
Jamaica,AstraZeneca - Vaxzevria,2/1/2022,,,"100,000",,,"100,000"
Jamaica,AstraZeneca - Vaxzevria,5/1/2022,,"50,000",,,,"50,000"
Jamaica,Janssen - Ad26.COV 2.S,8/1/2021,,,,"115,200",,"115,200"
Jamaica,Janssen - Ad26.COV 2.S,9/1/2021,,,,"100,800",,"100,800"
Jamaica,Pfizer BioNTech - Comirnaty,8/1/2021,,"208,260",,,,"208,260"
Jamaica,Pfizer BioNTech - Comirnaty,10/1/2021,,"45,000","100,620",,,"145,620"
Jamaica,Pfizer BioNTech - Comirnaty,11/1/2021,,"204,750","100,620",,,"305,370"
Jamaica,Pfizer BioNTech - Comirnaty,12/1/2021,,"204,750","98,280",,,"303,030"
Jamaica,Pfizer BioNTech - Comirnaty,2/1/2022,,,"250,380",,,"250,380"
Jamaica,Pfizer BioNTech - Comirnaty,3/1/2022,,,"398,970",,,"398,970"
Jamaica,SII - Covishield,3/1/2021,,"50,000",,,,"50,000"
Jamaica,SII - Covishield,4/1/2021,,"75,000",,,,"75,000"
Jamaica,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,"100,000","100,000",,,,"200,000"
Japan,AstraZeneca - Vaxzevria,4/1/2021,0,,,,,0
Japan,AstraZeneca - Vaxzevria,5/1/2021,0,,,,,0
Japan,AstraZeneca - Vaxzevria,6/1/2021,"89,010",,,,,"89,010"
Japan,AstraZeneca - Vaxzevria,7/1/2021,"2,760,592",,,,,"2,760,592"
Japan,AstraZeneca - Vaxzevria,8/1/2021,"6,843,450",,,,,"6,843,450"
Japan,AstraZeneca - Vaxzevria,9/1/2021,"3,733,349",,,,,"3,733,349"
Japan,AstraZeneca - Vaxzevria,10/1/2021,"3,653,573",,,,,"3,653,573"
Japan,AstraZeneca - Vaxzevria,11/1/2021,"578,054",,,,,"578,054"
Japan,AstraZeneca - Vaxzevria,12/1/2021,"36,702",,,,,"36,702"
Japan,AstraZeneca - Vaxzevria,1/1/2022,"14,160",,,,,"14,160"
Japan,AstraZeneca - Vaxzevria,2/1/2022,"17,053",,,,,"17,053"
Japan,AstraZeneca - Vaxzevria,3/1/2022,"35,672",,,,,"35,672"
Japan,AstraZeneca - Vaxzevria,4/1/2022,"25,148",,,,,"25,148"
Japan,AstraZeneca - Vaxzevria,5/1/2022,"13,759",,,,,"13,759"
Japan,AstraZeneca - Vaxzevria,6/1/2022,"6,656",,,,,"6,656"
Japan,AstraZeneca - Vaxzevria,7/1/2022,"4,444",,,,,"4,444"
Japan,AstraZeneca - Vaxzevria,8/1/2022,"5,023",,,,,"5,023"
Japan,AstraZeneca - Vaxzevria,9/1/2022,"6,102",,,,,"6,102"
Japan,AstraZeneca - Vaxzevria,10/1/2022,279,,,,,279
Japan,Moderna - Spikevax,4/1/2021,0,,,,,0
Japan,Moderna - Spikevax,5/1/2021,"1,249,794",,,,,"1,249,794"
Japan,Moderna - Spikevax,6/1/2021,"15,847,369",,,,,"15,847,369"
Japan,Moderna - Spikevax,7/1/2021,"28,940,630",,,,,"28,940,630"
Japan,Moderna - Spikevax,8/1/2021,"18,867,980",,,,,"18,867,980"
Japan,Moderna - Spikevax,9/1/2021,"18,834,016",,,,,"18,834,016"
Japan,Moderna - Spikevax,10/1/2021,"14,019,963",,,,,"14,019,963"
Japan,Moderna - Spikevax,11/1/2021,"4,918,528",,,,,"4,918,528"
Japan,Moderna - Spikevax,12/1/2021,"926,418",,,,,"926,418"
Japan,Moderna - Spikevax,1/1/2022,"864,100",,,,,"864,100"
Japan,Moderna - Spikevax,2/1/2022,"11,350,152",,,,,"11,350,152"
Japan,Moderna - Spikevax,3/1/2022,"15,076,771",,,,,"15,076,771"
Japan,Moderna - Spikevax,4/1/2022,"7,474,122",,,,,"7,474,122"
Japan,Moderna - Spikevax,5/1/2022,"2,572,763",,,,,"2,572,763"
Japan,Moderna - Spikevax,6/1/2022,"973,356",,,,,"973,356"
Japan,Moderna - Spikevax,7/1/2022,"716,975",,,,,"716,975"
Japan,Moderna - Spikevax,8/1/2022,"647,400",,,,,"647,400"
Japan,Moderna - Spikevax,9/1/2022,"353,913",,,,,"353,913"
Japan,Moderna - Spikevax,10/1/2022,"11,568",,,,,"11,568"
Japan,Pfizer BioNTech - Comirnaty,4/1/2021,"2,941,796",,,,,"2,941,796"
Japan,Pfizer BioNTech - Comirnaty,5/1/2021,"12,559,576",,,,,"12,559,576"
Japan,Pfizer BioNTech - Comirnaty,6/1/2021,"24,181,950",,,,,"24,181,950"
Japan,Pfizer BioNTech - Comirnaty,7/1/2021,"19,222,654",,,,,"19,222,654"
Japan,Pfizer BioNTech - Comirnaty,8/1/2021,"14,977,628",,,,,"14,977,628"
Japan,Pfizer BioNTech - Comirnaty,9/1/2021,"14,014,083",,,,,"14,014,083"
Japan,Pfizer BioNTech - Comirnaty,10/1/2021,"8,248,336",,,,,"8,248,336"
Japan,Pfizer BioNTech - Comirnaty,11/1/2021,"1,282,520",,,,,"1,282,520"
Japan,Pfizer BioNTech - Comirnaty,12/1/2021,"1,575,739",,,,,"1,575,739"
Japan,Pfizer BioNTech - Comirnaty,1/1/2022,"5,721,489",,,,,"5,721,489"
Japan,Pfizer BioNTech - Comirnaty,2/1/2022,"14,983,962",,,,,"14,983,962"
Japan,Pfizer BioNTech - Comirnaty,3/1/2022,"14,204,230",,,,,"14,204,230"
Japan,Pfizer BioNTech - Comirnaty,4/1/2022,"9,298,963",,,,,"9,298,963"
Japan,Pfizer BioNTech - Comirnaty,5/1/2022,"5,522,330",,,,,"5,522,330"
Japan,Pfizer BioNTech - Comirnaty,6/1/2022,"2,504,222",,,,,"2,504,222"
Japan,Pfizer BioNTech - Comirnaty,7/1/2022,"1,638,067",,,,,"1,638,067"
Japan,Pfizer BioNTech - Comirnaty,8/1/2022,"1,405,853",,,,,"1,405,853"
Japan,Pfizer BioNTech - Comirnaty,9/1/2022,"654,047",,,,,"654,047"
Japan,Pfizer BioNTech - Comirnaty,10/1/2022,"57,839",,,,,"57,839"
Jordan,AstraZeneca - Vaxzevria,3/1/2021,,,"144,000",,,"144,000"
Jordan,AstraZeneca - Vaxzevria,4/1/2021,,,"146,400",,,"146,400"
Jordan,AstraZeneca - Vaxzevria,6/1/2021,,,"146,400",,,"146,400"
Jordan,AstraZeneca - Vaxzevria,8/1/2021,,"150,000",,,,"150,000"
Jordan,Pfizer BioNTech - Comirnaty,1/1/2021,"1,000,000",,,,,"1,000,000"
Jordan,Pfizer BioNTech - Comirnaty,7/1/2021,,"500,000","40,950",,,"540,950"
Jordan,Sinopharm (Beijing) - BBIBP-CorV,1/1/2021,"150,000",,,,,"150,000"
Jordan,Sinopharm (Beijing) - BBIBP-CorV,4/1/2021,,"50,000",,,,"50,000"
Jordan,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,,"500,000",,,,"500,000"
Jordan,Unknown,5/1/2021,,,,,"604,258","604,258"
Jordan,Unknown,6/1/2021,,,,,"2,057,321","2,057,321"
Jordan,Unknown,7/1/2021,,,,,"896,870","896,870"
Jordan,Unknown,8/1/2021,,,,,"1,179,038","1,179,038"
Jordan,Unknown,9/1/2021,,,,,"637,298","637,298"
Jordan,Unknown,10/1/2021,,,,,"521,979","521,979"
Jordan,Unknown,12/1/2021,,,,,"367,858","367,858"
Jordan,Unknown,1/1/2022,,,,,"969,752","969,752"
Jordan,Unknown,2/1/2022,,,,,"378,375","378,375"
Jordan,Unknown,3/1/2022,,,,,"375,126","375,126"
Jordan,Unknown,4/1/2022,,,,,"70,521","70,521"
Jordan,Unknown,5/1/2022,,,,,"60,882","60,882"
Jordan,Unknown,6/1/2022,,,,,"61,753","61,753"
Jordan,Unknown,7/1/2022,,,,,"27,269","27,269"
Jordan,Unknown,8/1/2022,,,,,"27,722","27,722"
Kazakhstan,Gamaleya - Sputnik Light,1/1/2022,,"150,000",,,,"150,000"
Kazakhstan,Gamaleya - Sputnik V,2/1/2021,"22,000",,,,,"22,000"
Kazakhstan,Pfizer BioNTech - Comirnaty,11/1/2021,"1,025,760",,,,,"1,025,760"
Kazakhstan,Sinopharm (Beijing) - BBIBP-CorV,8/1/2021,"1,000,000",,,,,"1,000,000"
Kazakhstan,Sinopharm (Beijing) - BBIBP-CorV,9/1/2021,"3,000,000",,,,,"3,000,000"
Kazakhstan,Sinovac - CoronaVac,6/1/2021,"500,000",,,,,"500,000"
Kazakhstan,Sinovac - CoronaVac,1/1/2022,"2,000,000",,,,,"2,000,000"
Kazakhstan,Unknown,2/1/2021,,,,,"2,523","2,523"
Kazakhstan,Unknown,3/1/2021,,,,,"96,471","96,471"
Kazakhstan,Unknown,4/1/2021,,,,,"1,594,825","1,594,825"
Kazakhstan,Unknown,5/1/2021,,,,,"1,771,216","1,771,216"
Kazakhstan,Unknown,6/1/2021,,,,,"1,882,310","1,882,310"
Kazakhstan,Unknown,7/1/2021,,,,,"4,142,394","4,142,394"
Kazakhstan,Unknown,8/1/2021,,,,,"2,183,313","2,183,313"
Kazakhstan,Unknown,10/1/2021,,,,,"1,165,581","1,165,581"
Kazakhstan,Unknown,11/1/2021,,,,,"80,210","80,210"
Kazakhstan,Unknown,12/1/2021,,,,,"784,797","784,797"
Kazakhstan,Unknown,2/1/2022,,,,,"1,571,345","1,571,345"
Kazakhstan,Unknown,3/1/2022,,,,,"37,804","37,804"
Kenya,AstraZeneca - Vaxzevria,6/1/2021,,"358,700",,,,"358,700"
Kenya,AstraZeneca - Vaxzevria,7/1/2021,,,"182,400",,,"182,400"
Kenya,AstraZeneca - Vaxzevria,8/1/2021,,"180,000","407,040",,,"587,040"
Kenya,AstraZeneca - Vaxzevria,9/1/2021,,"266,400","459,300",,,"725,700"
Kenya,AstraZeneca - Vaxzevria,10/1/2021,,"160,000","701,900",,,"861,900"
Kenya,AstraZeneca - Vaxzevria,11/1/2021,,,"2,604,800",,,"2,604,800"
Kenya,AstraZeneca - Vaxzevria,12/1/2021,,"4,154,400","2,292,000",,,"6,446,400"
Kenya,AstraZeneca - Vaxzevria,3/1/2022,,"40,000",,,,"40,000"
Kenya,AstraZeneca - Vaxzevria,4/1/2022,,,"200,200",,,"200,200"
Kenya,Janssen - Ad26.COV 2.S,9/1/2021,,,,"141,600",,"141,600"
Kenya,Janssen - Ad26.COV 2.S,10/1/2021,,,,"756,000",,"756,000"
Kenya,Janssen - Ad26.COV 2.S,11/1/2021,,,,"907,200",,"907,200"
Kenya,Janssen - Ad26.COV 2.S,12/1/2021,,,"5,468,550",,,"5,468,550"
Kenya,Moderna - Spikevax,8/1/2021,,,"880,460",,,"880,460"
Kenya,Moderna - Spikevax,9/1/2021,,,"880,320",,,"880,320"
Kenya,Moderna - Spikevax,11/1/2021,,,"564,480",,,"564,480"
Kenya,Moderna - Spikevax,8/1/2022,,,"100,000",,,"100,000"
Kenya,Pfizer BioNTech - Comirnaty,9/1/2021,,,"1,006,200",,,"1,006,200"
Kenya,Pfizer BioNTech - Comirnaty,10/1/2021,,,"1,026,090",,,"1,026,090"
Kenya,Pfizer BioNTech - Comirnaty,11/1/2021,,,"835,380",,,"835,380"
Kenya,Pfizer BioNTech - Comirnaty,12/1/2021,,,"1,000,350",,,"1,000,350"
Kenya,Pfizer BioNTech - Comirnaty,1/1/2022,,,"1,886,040",,,"1,886,040"
Kenya,Pfizer BioNTech - Comirnaty,2/1/2022,,,"1,898,910",,,"1,898,910"
Kenya,Pfizer BioNTech - Comirnaty,5/1/2022,,,"1,499,940",,,"1,499,940"
Kenya,SII - Covishield,3/1/2021,,"100,000","1,020,000",,,"1,120,000"
Kenya,SII - Covishield,5/1/2021,,,"72,000",,,"72,000"
Kenya,Sinopharm (Beijing) - BBIBP-CorV,9/1/2021,,"200,000",,,,"200,000"
Kenya,Unknown,7/1/2021,,,,,"150,705","150,705"
Kiribati,AstraZeneca - Vaxzevria,5/1/2021,,,"24,000",,,"24,000"
Kiribati,AstraZeneca - Vaxzevria,7/1/2021,,,"24,000",,,"24,000"
Kiribati,AstraZeneca - Vaxzevria,8/1/2021,,"13,000","56,000",,,"69,000"
Kiribati,Pfizer BioNTech - Comirnaty,6/1/2022,,,"23,400",,,"23,400"
Kiribati,Pfizer BioNTech - Comirnaty,7/1/2022,,,"19,890",,,"19,890"
Kiribati,Pfizer BioNTech - Comirnaty,9/1/2022,,,"42,210",,,"42,210"
Kiribati,Sinopharm (Beijing) - BBIBP-CorV,9/1/2021,,"90,000",,,,"90,000"
Kosovo,AstraZeneca - Vaxzevria,3/1/2021,,,"24,000",,,"24,000"
Kosovo,AstraZeneca - Vaxzevria,5/1/2021,,,"38,400",,,"38,400"
Kosovo,AstraZeneca - Vaxzevria,7/1/2021,,"182,900",,,,"182,900"
Kosovo,AstraZeneca - Vaxzevria,8/1/2021,,,"38,400",,,"38,400"
Kosovo,AstraZeneca - Vaxzevria,11/1/2021,,"10,000",,,,"10,000"
Kosovo,Pfizer BioNTech - Comirnaty,5/1/2021,,"4,680","100,620",,,"105,300"
Kosovo,Pfizer BioNTech - Comirnaty,8/1/2021,,,"35,100",,,"35,100"
Kosovo,Pfizer BioNTech - Comirnaty,9/1/2021,,,"503,100",,,"503,100"
Kosovo,Pfizer BioNTech - Comirnaty,2/1/2022,,,"515,970",,,"515,970"
Kosovo,Pfizer BioNTech - Comirnaty,6/1/2022,,,"4,800",,,"4,800"
Kosovo,Unknown,4/1/2021,,,,,306,306
Kosovo,Unknown,6/1/2021,,,,,"28,926","28,926"
Kosovo,Unknown,7/1/2021,,,,,"91,868","91,868"
Kosovo,Unknown,8/1/2021,,,,,"363,120","363,120"
Kosovo,Unknown,9/1/2021,,,,,"50,288","50,288"
Kosovo,Unknown,10/1/2021,,,,,"261,169","261,169"
Kosovo,Unknown,11/1/2021,,,,,"44,020","44,020"
Kosovo,Unknown,12/1/2021,,,,,"64,040","64,040"
Kosovo,Unknown,1/1/2022,,,,,"113,858","113,858"
Kuwait,Pfizer BioNTech - Comirnaty,12/1/2020,"150,000",,,,,"150,000"
Kuwait,Pfizer BioNTech - Comirnaty,6/1/2021,,,"35,100",,,"35,100"
Kuwait,SII - Covishield,1/1/2021,"200,000",,,,,"200,000"
Kuwait,SII - Covishield,5/1/2021,"388,000",,,,,"388,000"
Kuwait,Unknown,3/1/2021,,,,,"315,347","315,347"
Kuwait,Unknown,4/1/2021,,,,,"434,653","434,653"
Kuwait,Unknown,5/1/2021,,,,,"514,000","514,000"
Kuwait,Unknown,7/1/2021,,,,,"575,901","575,901"
Kuwait,Unknown,8/1/2021,,,,,"321,890","321,890"
Kuwait,Unknown,11/1/2021,,,,,"4,301,620","4,301,620"
Kuwait,Unknown,12/1/2021,,,,,"400,448","400,448"
Kuwait,Unknown,1/1/2022,,,,,"428,847","428,847"
Kuwait,Unknown,2/1/2022,,,,,"258,466","258,466"
Kuwait,Unknown,3/1/2022,,,,,"271,728","271,728"
Kuwait,Unknown,4/1/2022,,,,,"170,077","170,077"
Kuwait,Unknown,5/1/2022,,,,,"58,955","58,955"
Kuwait,Unknown,6/1/2022,,,,,"107,644","107,644"
Kuwait,Unknown,7/1/2022,,,,,"57,699","57,699"
Kuwait,Unknown,8/1/2022,,,,,"31,161","31,161"
Kuwait,Unknown,9/1/2022,,,,,"14,587","14,587"
Kyrgyzstan,AstraZeneca - Vaxzevria,7/1/2021,,"40,000","226,560",,,"266,560"
Kyrgyzstan,AstraZeneca - Vaxzevria,10/1/2021,,"55,200",,,,"55,200"
Kyrgyzstan,AstraZeneca - Vaxzevria,11/1/2021,,,"228,000",,,"228,000"
Kyrgyzstan,Gamaleya - Sputnik Light,11/1/2021,,"200,000",,,,"200,000"
Kyrgyzstan,Gamaleya - Sputnik V,4/1/2021,"20,000",,,,,"20,000"
Kyrgyzstan,Gamaleya - Sputnik V,5/1/2021,"20,000",,,,,"20,000"
Kyrgyzstan,Gamaleya - Sputnik V,6/1/2021,"80,000",,,,,"80,000"
Kyrgyzstan,Moderna - Spikevax,11/1/2021,,,"115,200",,,"115,200"
Kyrgyzstan,Moderna - Spikevax,1/1/2022,,,"100,800",,,"100,800"
Kyrgyzstan,Pfizer BioNTech - Comirnaty,10/1/2021,,,"259,740",,,"259,740"
Kyrgyzstan,Pfizer BioNTech - Comirnaty,12/1/2021,,,"49,140",,,"49,140"
Kyrgyzstan,Pfizer BioNTech - Comirnaty,1/1/2022,,,"149,760",,,"149,760"
Kyrgyzstan,Pfizer BioNTech - Comirnaty,8/1/2022,,,"100,620",,,"100,620"
Kyrgyzstan,RIBSP - QazCovid,7/1/2021,,"25,000",,,,"25,000"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,,"150,000",,,,"150,000"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,7/1/2021,"1,100,000","150,000",,,,"1,250,000"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,8/1/2021,"1,250,000",,"44,400",,,"1,294,400"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,10/1/2021,,,"111,600",,,"111,600"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,,,"142,800",,,"142,800"
Kyrgyzstan,Sinopharm (Beijing) - BBIBP-CorV,12/1/2021,,"1,500,000",,,,"1,500,000"
Kyrgyzstan,Sinovac - CoronaVac,9/1/2021,,"150,000",,,,"150,000"
Lao People's Democratic Republic,AstraZeneca - Vaxzevria,8/1/2021,,"415,000","616,820",,,"1,031,820"
Lao People's Democratic Republic,AstraZeneca - Vaxzevria,10/1/2021,,,"523,200",,,"523,200"
Lao People's Democratic Republic,AstraZeneca - Vaxzevria,11/1/2021,,,"631,200",,,"631,200"
Lao People's Democratic Republic,AstraZeneca - Vaxzevria,12/1/2021,,"784,400","514,000",,,"1,298,400"
Lao People's Democratic Republic,AstraZeneca - Vaxzevria,1/1/2022,,"321,760",,,,"321,760"
Lao People's Democratic Republic,Gamaleya - Sputnik Light,9/1/2021,,"30,000",,,,"30,000"
Lao People's Democratic Republic,Gamaleya - Sputnik Light,10/1/2021,,"30,000",,,,"30,000"
Lao People's Democratic Republic,Janssen - Ad26.COV 2.S,7/1/2021,,,"1,008,000",,,"1,008,000"
Lao People's Democratic Republic,Janssen - Ad26.COV 2.S,12/1/2021,,,"763,200",,,"763,200"
Lao People's Democratic Republic,Pfizer BioNTech - Comirnaty,5/1/2021,,,"100,620",,,"100,620"
Lao People's Democratic Republic,Pfizer BioNTech - Comirnaty,1/1/2022,,"905,580","1,698,840",,,"2,604,420"
Lao People's Democratic Republic,Pfizer BioNTech - Comirnaty,8/1/2022,,,"74,880",,,"74,880"
Lao People's Democratic Republic,Pfizer BioNTech - Comirnaty,10/1/2022,,,"201,600",,,"201,600"
Lao People's Democratic Republic,SII - Covishield,3/1/2021,,,"132,000",,,"132,000"
Lao People's Democratic Republic,SII - Covishield,2/1/2022,,,"594,000",,,"594,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,12/1/2020,,"2,000",,,,"2,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,2/1/2021,,"300,000",,,,"300,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,,"800,000",,,,"800,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,4/1/2021,,"300,000",,,,"300,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,6/1/2021,,"500,000",,,,"500,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,8/1/2021,,"1,000,000",,,,"1,000,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,10/1/2021,,"1,000,000",,,,"1,000,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,11/1/2021,,"1,900,000",,,,"1,900,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,1/1/2022,,"1,500,000",,,,"1,500,000"
Lao People's Democratic Republic,Sinopharm (Beijing) - BBIBP-CorV,6/1/2022,,"500,000",,,,"500,000"
Lao People's Democratic Republic,Sinovac - CoronaVac,9/1/2021,,"200,000",,,,"200,000"
Lao People's Democratic Republic,Sinovac - CoronaVac,11/1/2021,,"500,000",,,,"500,000"
Lao People's Democratic Republic,Sinovac - CoronaVac,2/1/2022,,"400,000",,,,"400,000"
Latvia,AstraZeneca - Vaxzevria,2/1/2021,"33,600",,,,,"33,600"
Latvia,AstraZeneca - Vaxzevria,3/1/2021,"52,800",,,,,"52,800"
Latvia,AstraZeneca - Vaxzevria,4/1/2021,"62,400",,,,,"62,400"
Latvia,AstraZeneca - Vaxzevria,5/1/2021,"91,200",,,,,"91,200"
Latvia,AstraZeneca - Vaxzevria,6/1/2021,"92,600",,,,,"92,600"
Latvia,AstraZeneca - Vaxzevria,7/1/2021,"115,200",,,,,"115,200"
Latvia,AstraZeneca - Vaxzevria,8/1/2021,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,9/1/2021,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,10/1/2021,"36,000",,,,,"36,000"
Latvia,AstraZeneca - Vaxzevria,11/1/2021,"160,200",,,,,"160,200"
Latvia,AstraZeneca - Vaxzevria,12/1/2021,"14,400",,,,,"14,400"
Latvia,AstraZeneca - Vaxzevria,1/1/2022,"4,800",,,,,"4,800"
Latvia,AstraZeneca - Vaxzevria,2/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,3/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,4/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,5/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,6/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,7/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,8/1/2022,0,,,,,0
Latvia,AstraZeneca - Vaxzevria,9/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,4/1/2021,"4,800",,,,,"4,800"
Latvia,Janssen - Ad26.COV 2.S,5/1/2021,"36,000",,,,,"36,000"
Latvia,Janssen - Ad26.COV 2.S,6/1/2021,"35,800",,,,,"35,800"
Latvia,Janssen - Ad26.COV 2.S,7/1/2021,"21,600",,,,,"21,600"
Latvia,Janssen - Ad26.COV 2.S,8/1/2021,"12,000",,,,,"12,000"
Latvia,Janssen - Ad26.COV 2.S,9/1/2021,"26,400",,,,,"26,400"
Latvia,Janssen - Ad26.COV 2.S,10/1/2021,"220,800",,,,,"220,800"
Latvia,Janssen - Ad26.COV 2.S,11/1/2021,"237,600",,,,,"237,600"
Latvia,Janssen - Ad26.COV 2.S,12/1/2021,"93,600",,,,,"93,600"
Latvia,Janssen - Ad26.COV 2.S,1/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,2/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,3/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,4/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,5/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,6/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,7/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,8/1/2022,0,,,,,0
Latvia,Janssen - Ad26.COV 2.S,9/1/2022,0,,,,,0
Latvia,Moderna - Spikevax,1/1/2021,"3,600",,,,,"3,600"
Latvia,Moderna - Spikevax,2/1/2021,"12,000",,,,,"12,000"
Latvia,Moderna - Spikevax,3/1/2021,"16,800",,,,,"16,800"
Latvia,Moderna - Spikevax,4/1/2021,"57,600",,,,,"57,600"
Latvia,Moderna - Spikevax,5/1/2021,"90,000",,,,,"90,000"
Latvia,Moderna - Spikevax,6/1/2021,"79,200",,,,,"79,200"
Latvia,Moderna - Spikevax,7/1/2021,"73,200",,,,,"73,200"
Latvia,Moderna - Spikevax,8/1/2021,"66,000",,,,,"66,000"
Latvia,Moderna - Spikevax,9/1/2021,"30,000",,,,,"30,000"
Latvia,Moderna - Spikevax,10/1/2021,"72,100",,,,,"72,100"
Latvia,Moderna - Spikevax,11/1/2021,"148,800",,,,,"148,800"
Latvia,Moderna - Spikevax,12/1/2021,"193,000",,,,,"193,000"
Latvia,Moderna - Spikevax,1/1/2022,"50,400",,,,,"50,400"
Latvia,Moderna - Spikevax,2/1/2022,"26,500",,,,,"26,500"
Latvia,Moderna - Spikevax,3/1/2022,"19,700",,,,,"19,700"
Latvia,Moderna - Spikevax,4/1/2022,"40,200",,,,,"40,200"
Latvia,Moderna - Spikevax,5/1/2022,0,,,,,0
Latvia,Moderna - Spikevax,6/1/2022,"13,200",,,,,"13,200"
Latvia,Moderna - Spikevax,7/1/2022,"1,600",,,,,"1,600"
Latvia,Moderna - Spikevax,8/1/2022,0,,,,,0
Latvia,Moderna - Spikevax,9/1/2022,0,,,,,0
Latvia,Novavax - Nuvaxovid,3/1/2022,"108,000",,,,,"108,000"
Latvia,Novavax - Nuvaxovid,4/1/2022,0,,,,,0
Latvia,Novavax - Nuvaxovid,5/1/2022,0,,,,,0
Latvia,Novavax - Nuvaxovid,6/1/2022,0,,,,,0
Latvia,Novavax - Nuvaxovid,7/1/2022,"219,000",,,,,"219,000"
Latvia,Novavax - Nuvaxovid,8/1/2022,0,,,,,0
Latvia,Novavax - Nuvaxovid,9/1/2022,0,,,,,0
Latvia,Pfizer BioNTech - Comirnaty,12/1/2020,"9,750",,,,,"9,750"
Latvia,Pfizer BioNTech - Comirnaty,1/1/2021,"20,475",,,,,"20,475"
Latvia,Pfizer BioNTech - Comirnaty,2/1/2021,0,,,,,0
